WKT,HANDLE,PARCEL
"POLYGON ((585384.11187599995174 1027304.30902299995068,585343.829383 1027150.63106199994218,585310.008141 1027159.637924,585350.268413 1027313.232028,585384.11187599995174 1027304.30902299995068))",11136000060,60
"POLYGON ((585408.285778 1027297.9354469999671,585367.98741299996618 1027144.1975879999809,585343.829383 1027150.63106199994218,585384.11187599995174 1027304.30902299995068,585408.285778 1027297.9354469999671))",11136000070,70
"POLYGON ((585500.580039 1027093.36434099997859,585462.791515 1026949.192797,585432.71920699998736 1026957.315532,585470.479133 1027101.380449,585500.580039 1027093.36434099997859))",11136000255,255
"POLYGON ((585084.21105 1027774.0146399999503,585058.971217 1027680.49325299996417,585020.20096 1027691.08113499998581,585045.414904 1027784.50726199999917,585084.21105 1027774.0146399999503))",11138000020,20
"POLYGON ((585356.46946 1027700.380918,585318.081582 1027558.139927,585269.81566199997906 1027571.193699,585308.20354 1027713.434691,585356.46946 1027700.380918))",11139000010,10
"POLYGON ((585391.220922 1027690.98220199998468,585352.83304499997757 1027548.74121,585318.081582 1027558.139927,585356.46946 1027700.380918,585391.220922 1027690.98220199998468))",11139000020,20
"POLYGON ((585460.00366 1027499.0378,585421.91453499998897 1027357.905012,585359.107406 1027374.64611299999524,585397.25857399997767 1027516.007539,585460.00366 1027499.0378))",11139000080,80
"POLYGON ((585397.25857399997767 1027516.007539,585359.107406 1027374.64611299999524,585338.81587199994829 1027380.05477599997539,585376.986887 1027521.490124,585397.25857399997767 1027516.007539))",11139000090,90
"POLYGON ((585356.309767 1027527.08236,585318.118507 1027385.571613,585293.961918 1027392.01049799995963,585332.17680699995253 1027533.60924599994905,585356.309767 1027527.08236))",11139000110,110
"POLYGON ((585657.69211699999869 1027619.651501,585620.4326499999734 1027478.9089399999939,585572.07931399997324 1027491.6350899999961,585609.364076 1027632.4733759999508,585657.69211699999869 1027619.651501))",11140000010,10
"POLYGON ((585681.856138 1027613.24056399997789,585644.609318 1027472.54586499999277,585620.4326499999734 1027478.9089399999939,585657.69211699999869 1027619.651501,585681.856138 1027613.24056399997789))",11140000020,20
"POLYGON ((585706.020158 1027606.829627,585668.78598599997349 1027466.1827899999917,585644.609318 1027472.54586499999277,585681.856138 1027613.24056399997789,585706.020158 1027606.829627))",11140000030,30
"POLYGON ((585730.18417899997439 1027600.4186899999622,585692.962654 1027459.81971499999054,585668.78598599997349 1027466.1827899999917,585706.020158 1027606.829627,585730.18417899997439 1027600.4186899999622))",11140000040,40
"POLYGON ((585778.51222 1027587.596815,585741.31599 1027447.0935649999883,585692.962654 1027459.81971499999054,585730.18417899997439 1027600.4186899999622,585778.51222 1027587.596815))",11140000050,50
"POLYGON ((585802.6762399999425 1027581.18587799998932,585853.420683 1027567.72291,585816.263227 1027427.36814699997194,585765.49265799997374 1027440.7304899999872,585802.6762399999425 1027581.18587799998932))",11140000070,70
"POLYGON ((585950.603279 1027371.320958,585940.132541 1027331.7703169999877,585858.653261 1027353.042368,585869.166577 1027392.754288,585950.603279 1027371.320958))",11141000040,40
"POLYGON ((586001.710452 1027528.38026899995748,585964.6279899999499 1027388.31086399999913,585932.71478299994487 1027396.710103,585969.81394499994349 1027536.84270599996671,586001.710452 1027528.38026899995748))",11141000060,60
"POLYGON ((586033.606959 1027519.917831,585996.54119699995499 1027379.91162499994971,585964.6279899999499 1027388.31086399999913,586001.710452 1027528.38026899995748,586033.606959 1027519.917831))",11141000070,70
"POLYGON ((586065.50346599996556 1027511.455394,586028.45440399996005 1027371.512386,585996.54119699995499 1027379.91162499994971,586033.606959 1027519.917831,586065.50346599996556 1027511.455394))",11141000080,80
"POLYGON ((586097.399973 1027502.992957,586060.36761099996511 1027363.11314699996728,586028.45440399996005 1027371.512386,586065.50346599996556 1027511.455394,586097.399973 1027502.992957))",11141000090,90
"POLYGON ((586113.273074 1027328.50788399996236,586104.899127 1027296.877591,586074.194753 1027304.958677,586073.426971 1027302.058589,586040.696329 1027310.3007099999813,586049.930194 1027345.17910099995788,586113.273074 1027328.50788399996236))",11141000110,110
"POLYGON ((586104.899127 1027296.877591,586076.27107599994633 1027188.74297899997327,586021.825961 1027202.957136,586049.23229199997149 1027308.151212,586073.426971 1027302.058589,586074.194753 1027304.958677,586104.899127 1027296.877591))",11141000120,120
"POLYGON ((586049.930194 1027345.17910099995788,586040.696329 1027310.3007099999813,586049.23229199997149 1027308.151212,586021.825961 1027202.957136,586008.36707399995066 1027206.47088899998926,586034.601949 1027305.565942,586029.8146399999969 1027306.825914,586040.6173399999971 1027347.63015099999029,586049.930194 1027345.17910099995788))",11141000130,130
"POLYGON ((586040.6173399999971 1027347.63015099999029,586029.8146399999969 1027306.825914,586034.601949 1027305.565942,586008.36707399995066 1027206.47088899998926,585994.859808 1027209.9972729999572,586031.91373799997382 1027349.920853,586040.6173399999971 1027347.63015099999029))",11141000140,140
"POLYGON ((586031.91373799997382 1027349.920853,585994.859808 1027209.9972729999572,585959.05975 1027219.343707,585996.112922 1027359.34327199996915,586031.91373799997382 1027349.920853))",11141000155,155
"POLYGON ((587162.946 1027692.48,587189.795 1027700.866,587208.589 1027662.302,587181.5 1027652.312,587162.946 1027692.48))",11149000105,105
"POLYGON ((586065.19153599999845 1027728.767937,586058.88785699999426 1027704.589213,585916.764179 1027742.275766,585917.25869299995247 1027767.9810099999886,586065.19153599999845 1027728.767937))",11155000030,30
"POLYGON ((586071.495343 1027752.947153,586065.19153599999845 1027728.767937,585917.25869299995247 1027767.9810099999886,585917.75320799998008 1027793.68625399994198,586071.495343 1027752.947153))",11155000040,40
"POLYGON ((586079.5567479999736 1027783.86790499999188,586071.495343 1027752.947153,585917.75320799998008 1027793.68625399994198,585918.385402 1027826.548196,586079.5567479999736 1027783.86790499999188))",11155000050,50
"POLYGON ((586096.711718 1027849.6684139999561,586087.12511699995957 1027812.897541,585918.97940099996049 1027857.424737,585919.73126499995124 1027896.50722899998073,586096.711718 1027849.6684139999561))",11155000070,70
"POLYGON ((585920.22577899997123 1027922.212472,586006.342549 1027899.42764699994586,586000.040246 1027875.268291,585919.73126499995124 1027896.50722899998073,585920.22577899997123 1027922.212472))",11155000080,80
"POLYGON ((586103.01606799999718 1027873.84971099998802,586096.711718 1027849.6684139999561,586000.040246 1027875.268291,586006.342549 1027899.42764699994586,586103.01606799999718 1027873.84971099998802))",11155000090,90
"POLYGON ((586001.33648199995514 1027668.160134,585982.412891 1027595.575852,585965.01479599997401 1027600.191727,585983.938636 1027672.77694699994754,586001.33648199995514 1027668.160134))",11155000200,200
"POLYGON ((585966.057516 1027677.522004,585947.13342099997681 1027604.93582,585914.28968399995938 1027613.64956599997822,585915.775151 1027690.865279,585966.057516 1027677.522004))",11155000220,220
"POLYGON ((585643.94421099999454 1027762.96940199995879,585723.52476399997249 1027741.870752,585717.11802299995907 1027717.67004899994936,585637.546249 1027738.801943,585643.94421099999454 1027762.96940199995879))",11156000030,30
"POLYGON ((585859.03374099999201 1027860.826479,585858.53922699997202 1027835.12123599997722,585755.485095 1027862.59711199998856,585761.87901 1027886.74936799996067,585859.03374099999201 1027860.826479))",11156000160,160
"POLYGON ((585858.53922699997202 1027835.12123599997722,585858.04471299995203 1027809.415992,585749.090928 1027838.44390499999281,585755.485095 1027862.59711199998856,585858.53922699997202 1027835.12123599997722))",11156000170,170
"POLYGON ((585362.920533 1027916.18097099999432,585484.6809699999867 1027883.25022,585476.864257 1027854.286466,585355.1038199999603 1027887.21721799997613,585362.920533 1027916.18097099999432))",11157000050,50
"POLYGON ((585386.37067199999001 1028003.072231,585508.13110899995081 1027970.14147899998352,585500.314396 1027941.17772599996533,585378.553959 1027974.108478,585386.37067199999001 1028003.072231))",11157000080,80
"POLYGON ((585515.947822 1027999.105232,585508.13110899995081 1027970.14147899998352,585386.37067199999001 1028003.072231,585394.187385 1028032.03598399995826,585515.947822 1027999.105232))",11157000090,90
"POLYGON ((585468.61106799996924 1028042.98553099995479,585460.794355 1028014.021778,585394.187385 1028032.03598399995826,585402.004098 1028060.99973699997645,585468.61106799996924 1028042.98553099995479))",11157000100,100
"POLYGON ((585629.891546 1027937.210727,585614.25812 1027879.28322099999059,585492.497683 1027912.21397299994715,585508.13110899995081 1027970.14147899998352,585629.891546 1027937.210727))",11157000130,130
"POLYGON ((585171.293117 1027920.35156099998858,585159.829458 1027877.8745499999495,585038.107635 1027910.794858,585049.57214699999895 1027953.275029,585171.293117 1027920.35156099998858))",11158000010,10
"POLYGON ((585181.19428699999116 1027957.03898199996911,585171.293117 1027920.35156099998858,585049.57214699999895 1027953.275029,585059.47331699996721 1027989.9624499999918,585181.19428699999116 1027957.03898199996911))",11158000020,20
"POLYGON ((585222.36230899998918 1028109.581415,585181.19428699999116 1027957.03898199996911,585059.47331699996721 1027989.9624499999918,585100.64133899996523 1028142.504883,585222.36230899998918 1028109.581415))",11158000030,30
"POLYGON ((585275.141946 1028095.310275,585267.32523299998138 1028066.346521,585214.546449 1028080.62082199996803,585222.36230899998918 1028109.581415,585275.141946 1028095.310275))",11158000040,40
"POLYGON ((585297.184708 1027902.881747,585289.36799499997869 1027873.917994,585167.64617099997122 1027906.83830299996771,585175.462884 1027935.8020559999859,585297.184708 1027902.881747))",11158000120,120
"POLYGON ((585273.73456899996381 1027815.99048799998127,585265.917856 1027787.02673499996308,585144.195179 1027819.94388399994932,585152.01274499995634 1027848.910796,585273.73456899996381 1027815.99048799998127))",11158000150,150
"POLYGON ((585159.829458 1027877.8745499999495,585144.195179 1027819.94388399994932,585098.42546099994797 1027832.32593499997165,585114.05888699996285 1027890.253442,585159.829458 1027877.8745499999495))",11158000160,160
"POLYGON ((585074.86696 1027900.85310499998741,585059.23353399999905 1027842.92559899995103,585022.474209 1027852.86735199997202,585038.107635 1027910.794858,585074.86696 1027900.85310499998741))",11158000180,180
"POLYGON ((584816.83772199996747 1028219.26106699998491,584788.69755499996245 1028114.99155599996448,584772.731187999947 1028119.3097429999616,584753.519327 1028168.86410699994303,584770.502438 1028231.792688,584816.83772199996747 1028219.26106699998491))",11159000020,20
"POLYGON ((584897.92446699994616 1028197.330729,584869.7843 1028093.061218,584829.24092699994799 1028104.02638699999079,584857.38109399995301 1028208.295898,584897.92446699994616 1028197.330729))",11159000040,40
"POLYGON ((584741.05430499999784 1028159.519531,584756.220816 1028120.39959499996621,584670.900517 1028087.17012899997644,584666.202561 1028098.483470999985,584655.426739 1028126.170395,584741.05430499999784 1028159.519531))",11159000150,150
"POLYGON ((584748.396772 1028207.45214299997315,584737.7564499999862 1028168.02589599997737,584741.05430499999784 1028159.519531,584655.426739 1028126.170395,584640.193332 1028165.310443,584748.396772 1028207.45214299997315))",11159000160,160
"POLYGON ((584694.700339180417359 1028420.527689383365214,584738.617005847394466 1028303.19435604987666,584656.367005847394466 1028325.861022716853768,584570.533672513440251 1028345.861022716853768,584562.450339180417359 1028366.19435604987666,584694.700339180417359 1028420.527689383365214))",11160000005,5
"POLYGON ((584740.617005847394466 1028439.361022716853768,584757.225339180789888 1028445.94435604987666,584792.225339180789888 1028356.527689383365214,584776.117005847394466 1028350.777689383365214,584740.617005847394466 1028439.361022716853768))",11160000040,40
"POLYGON ((584811.908672513440251 1028468.619356050156057,584851.975339180789888 1028484.519356050062925,584887.18367251381278 1028395.411022716667503,584848.400339180603623 1028379.486022716853768,584811.908672513440251 1028468.619356050156057))",11160000080,80
"POLYGON ((584869.92533918004483 1028366.427689383272082,584893.30033918004483 1028374.261022716760635,584938.725339180789888 1028247.911022716667503,584912.258672513999045 1028255.419356049969792,584869.92533918004483 1028366.427689383272082))",11160000090,90
"POLYGON ((584776.117005847394466 1028350.777689383365214,584797.108672513626516 1028358.56935604987666,584803.542005847208202 1028340.261022716760635,584824.575339180417359 1028348.469356049783528,584853.642005846835673 1028271.486022716853768,584802.117005847394466 1028285.69435604987666,584776.117005847394466 1028350.777689383365214))",11160000120,120
"POLYGON ((584590.317005846649408 1029693.169356049969792,584657.600339180789888 1029721.502689383458346,584671.617005847394466 1029688.811022716574371,584603.600339180789888 1029660.302689383272082,584590.317005846649408 1029693.169356049969792))",11165000100,100
"POLYGON ((584549.450339180417359 1029357.94435604987666,584539.200339180417359 1029380.94435604987666,584678.200339180417359 1029440.527689383365214,584687.950339180417359 1029418.611022716853768,584549.450339180417359 1029357.94435604987666))",11166000020,20
"POLYGON ((584667.950339180417359 1029463.527689383365214,584678.200339180417359 1029440.527689383365214,584539.200339180417359 1029380.94435604987666,584529.033672513440251 1029403.94435604987666,584667.950339180417359 1029463.527689383365214))",11166000030,30
"POLYGON ((584529.033672513440251 1029403.94435604987666,584519.200339180417359 1029426.111022716853768,584658.117005847394466 1029485.69435604987666,584667.950339180417359 1029463.527689383365214,584529.033672513440251 1029403.94435604987666))",11166000040,40
"POLYGON ((584519.200339180417359 1029426.111022716853768,584498.533672513440251 1029472.611022716853768,584637.367005847394466 1029532.111022716853768,584658.117005847394466 1029485.69435604987666,584519.200339180417359 1029426.111022716853768))",11166000050,50
"POLYGON ((584712.783672513440251 1029585.277689383365214,584646.450339180417359 1029556.861022716853768,584638.617005847394466 1029574.44435604987666,584705.200339180417359 1029602.94435604987666,584712.783672513440251 1029585.277689383365214))",11166000076,76
"POLYGON ((584996.867005847394466 1028991.19435604987666,584975.450339180417359 1028982.111022716853768,584939.450339180417359 1029067.111022716853768,584961.033672513440251 1029076.361022716853768,584996.867005847394466 1028991.19435604987666))",11167000140,140
