WKT,HANDLE,PARCEL,PARCELID
"POLYGON ((-90.231372785979673 38.673465410824534,-90.231228848609803 38.673662854233889,-90.231204254986679 38.673651786305086,-90.231077562812118 38.673594768460376,-90.231210288332875 38.673409400666834,-90.231219834343335 38.67339606924763,-90.231372785979673 38.673465410824534))",14425000030,30,44250000300
"POLYGON ((-90.231307051516197 38.673046117938178,-90.230949835745093 38.673537289517476,-90.230869155824621 38.673500980428152,-90.231226782704042 38.673007695676446,-90.231307051516197 38.673046117938178))",14425000050,50,44250000500
"POLYGON ((-90.230538267930385 38.673077240798712,-90.230390134462397 38.673285401820941,-90.230289935700441 38.673240306856762,-90.230446511542766 38.673036663329839,-90.230538267930385 38.673077240798712))",14425000110,110,44250001100
"POLYGON ((-90.230799241454065 38.672863538298778,-90.23076280451518 38.672913325629139,-90.230754583408029 38.67292455669368,-90.230416071846221 38.672776026229876,-90.230459274381886 38.672714625656404,-90.230799241454065 38.672863538298778))",14425000160,160,44250001600
"POLYGON ((-90.231675784057941 38.672513453309847,-90.231764268685978 38.672552220953769,-90.231415744442188 38.673036156533868,-90.231327678681296 38.672993932471222,-90.231675784057941 38.672513453309847))",14425000310,310,44250003100
"POLYGON ((-90.231936710927272 38.673041483888269,-90.231916645341016 38.673069124900543,-90.231888714032152 38.673107605203647,-90.231538727555474 38.672950703950278,-90.231565481382788 38.672913341354885,-90.231585886539008 38.672884841709177,-90.231936710927272 38.673041483888269))",14425000360,360,44250003600
"POLYGON ((-90.231888714032152 38.673107605203647,-90.231842128917293 38.673171785631645,-90.231492913571969 38.673014688311241,-90.231499431263813 38.673005586854323,-90.231538727555474 38.672950703950278,-90.231888714032152 38.673107605203647))",14425000370,370,44250003700
"POLYGON ((-90.231842128917293 38.673171785631645,-90.231773608421989 38.673266181147859,-90.231425155491493 38.673109318787041,-90.231488635337811 38.673020664572242,-90.231492913571969 38.673014688311241,-90.231842128917293 38.673171785631645))",14425000380,380,44250003800
"POLYGON ((-90.231773608421989 38.673266181147859,-90.231711791591835 38.673351341031861,-90.231364217778193 38.673194425597927,-90.231397883899902 38.673147405079881,-90.231425155491493 38.673109318787041,-90.231773608421989 38.673266181147859))",14425000390,390,44250003900
"POLYGON ((-90.231633591689388 38.673459073106528,-90.231567074055079 38.67355071070746,-90.231503386075048 38.673524617626903,-90.231372785979673 38.673465410824534,-90.231219834343335 38.67339606924763,-90.231240074270474 38.673367802687615,-90.231287247885987 38.673301921384727,-90.231633591689388 38.673459073106528))",14425000410,410,44250004100
"POLYGON ((-90.22979183981856 38.672425797349732,-90.229780701739557 38.672441437032745,-90.229749118618173 38.67248577640499,-90.229327426828519 38.672301500958952,-90.229369826550666 38.672241381266822,-90.22979183981856 38.672425797349732))",14426030050,50,44260300500
"POLYGON ((-90.229435013752649 38.67246743752338,-90.229217814797749 38.672764632617309,-90.229146490051093 38.672733594301704,-90.229363282560826 38.672436486264218,-90.229435013752649 38.67246743752338))",14426030090,90,44260300900
"POLYGON ((-90.229053750174998 38.672302924086068,-90.228838122124017 38.672599391719139,-90.228806512901713 38.672585637909421,-90.228762604829114 38.672566528349513,-90.228978819540174 38.672270592183615,-90.229053750174998 38.672302924086068))",14426030130,130,44260301300
"POLYGON ((-90.228978819540174 38.672270592183615,-90.228762604829114 38.672566528349513,-90.228649774894166 38.672517423711618,-90.2286060172719 38.672498380345608,-90.228816299297605 38.672200464568554,-90.228978819540174 38.672270592183615))",14426030140,140,44260301400
"POLYGON ((-90.229281031924771 38.672285156455679,-90.229236350868689 38.672347385176771,-90.228835211131866 38.672174359119374,-90.228881980554789 38.672109216488835,-90.229281031924771 38.672285156455679))",14426030150,150,44260301500
"POLYGON ((-90.229325022768677 38.672223881695949,-90.229311888549134 38.672242177500834,-90.229281031924771 38.672285156455679,-90.228881980554789 38.672109216488835,-90.22889354773433 38.672093146778671,-90.228926059051133 38.67204798052466,-90.229325022768677 38.672223881695949))",14426030160,160,44260301600
"POLYGON ((-90.229361449903536 38.672173150186197,-90.229335685053854 38.672209034523597,-90.229325022768677 38.672223881695949,-90.228926059051133 38.67204798052466,-90.228952975152609 38.672010583203061,-90.2289625528241 38.671997276752229,-90.229361449903536 38.672173150186197))",14426030170,170,44260301700
"POLYGON ((-90.229407504053654 38.672108999709025,-90.229385179469404 38.672140097658534,-90.229361449903536 38.672173150186197,-90.2289625528241 38.671997276752229,-90.228986401906354 38.671964144950842,-90.229008698129562 38.671933167831547,-90.229407504053654 38.672108999709025))",14426030180,180,44260301800
"POLYGON ((-90.230322134988853 38.67256841976068,-90.230279020467862 38.672629694176145,-90.229913685709363 38.672467653321831,-90.229956920896541 38.672406947726657,-90.230322134988853 38.67256841976068))",14426040060,60,44260400600
"POLYGON ((-90.23011021003289 38.672869602081292,-90.229954924975743 38.673090289387481,-90.229827358257054 38.673033493324304,-90.229983340143207 38.672813864983638,-90.23011021003289 38.672869602081292))",14426040110,110,44260401100
"POLYGON ((-90.229093149128204 38.671480579815785,-90.22901912351108 38.671583426637966,-90.228842198692149 38.67150576915278,-90.228918469464901 38.671403910709451,-90.229093149128204 38.671480579815785))",14427000020,20,44270000200
"POLYGON ((-90.228825068724831 38.671851691613142,-90.228445753560266 38.671688166507899,-90.22853161761347 38.671573710396977,-90.228536179033128 38.671569766890357,-90.228911871742298 38.67173243203608,-90.228906386049289 38.671739967827044,-90.228825068724831 38.671851691613142))",14427000040,40,44270000400
"POLYGON ((-90.228825068724831 38.671851691613142,-90.22878168648154 38.671911292589037,-90.228401367481254 38.67174733114696,-90.228430545145969 38.671708437194248,-90.228445753560266 38.671688166507899,-90.228825068724831 38.671851691613142))",14427000050,50,44270000500
"POLYGON ((-90.228736142261113 38.671973865099886,-90.228693235215005 38.672032810871229,-90.228311690328255 38.671866869216096,-90.228354770469537 38.671809442485703,-90.228736142261113 38.671973865099886))",14427000070,70,44270000700
"POLYGON ((-90.22838300583102 38.672013750522332,-90.228163286137089 38.672306146153232,-90.22813871993354 38.672295484040042,-90.228097501183413 38.672277594207515,-90.228310757744723 38.671982640893226,-90.22838300583102 38.672013750522332))",14427000110,110,44270001100
"POLYGON ((-90.228310757744723 38.671982640893226,-90.228097501183413 38.672277594207515,-90.228020830231841 38.672244318521592,-90.228233946151065 38.671949562724429,-90.228310757744723 38.671982640893226))",14427000120,120,44270001200
"POLYGON ((-90.228158117265849 38.671916912417629,-90.227941386273415 38.672209836337458,-90.227860956239027 38.672174928922345,-90.228078529200957 38.671882638679385,-90.228158117265849 38.671916912417629))",14427000140,140,44270001400
"POLYGON ((-90.228078529200957 38.671882638679385,-90.227860956239027 38.672174928922345,-90.227788842040368 38.672143629815558,-90.228004494420873 38.671850758575431,-90.228078529200957 38.671882638679385))",14427000150,150,44270001500
"POLYGON ((-90.228004494420873 38.671850758575431,-90.227788842040368 38.672143629815558,-90.227693945281956 38.672102441487063,-90.227906816584863 38.671808698955907,-90.228004494420873 38.671850758575431))",14427000160,160,44270001600
"POLYGON ((-90.227906816584863 38.671808698955907,-90.227693945281956 38.672102441487063,-90.227605388601631 38.672064002853716,-90.22760700787002 38.672060969643368,-90.227810710633648 38.671775191004642,-90.227815325041362 38.671769298040658,-90.227906816584863 38.671808698955907))",14427000170,170,44270001700
"POLYGON ((-90.228395175293471 38.671666734676364,-90.228350397276486 38.67172764479313,-90.227964213801258 38.671559840424649,-90.228008766926706 38.671497331798399,-90.228395175293471 38.671666734676364))",14427000210,210,44270002100
"POLYGON ((-90.22843540431559 38.671612014243429,-90.228395175293471 38.671666734676364,-90.228008766926706 38.671497331798399,-90.228048386442779 38.671441750598163,-90.22843540431559 38.671612014243429))",14427000220,220,44270002200
"POLYGON ((-90.22843540431559 38.671612014243429,-90.228048386442779 38.671441750598163,-90.2280648948595 38.671418588786501,-90.228096933576154 38.671374333303078,-90.228437032548129 38.671524296590782,-90.228478351281694 38.67154251605006,-90.228484220583312 38.67154560791861,-90.22844041094082 38.671605202282777,-90.22843540431559 38.671612014243429))",14427000230,230,44270002300
"POLYGON ((-90.227577236025837 38.671664250592976,-90.227723417679229 38.671728737299688,-90.227719804518799 38.671733844519039,-90.227516242371266 38.672019425623226,-90.22751302373554 38.672023940638219,-90.227366798633483 38.671960639810806,-90.227577236025837 38.671664250592976))",14428000010,10,44280000100
"POLYGON ((-90.226146909821125 38.671032880584633,-90.22592912749802 38.67133824838303,-90.225848940369644 38.671303532368491,-90.226063889869451 38.670996175494885,-90.226146909821125 38.671032880584633))",14428000190,190,44280001900
"POLYGON ((-90.225871191050274 38.670910974537833,-90.225653961223415 38.671219122009646,-90.22559172733564 38.671191258006246,-90.225807403395635 38.670887368673441,-90.225809886153669 38.670883867966147,-90.225814505347756 38.670885910827039,-90.225871191050274 38.670910974537833))",14428000210,210,44280002100
"POLYGON ((-90.226633696141349 38.670303299288406,-90.226379136235408 38.670653812598644,-90.22628357517371 38.670612119053708,-90.226538778961512 38.670261846356873,-90.226633696141349 38.670303299288406))",14428000260,260,44280002600
"POLYGON ((-90.227916952518186 38.671457260200377,-90.227507515388794 38.671285338768939,-90.22756027915986 38.671208960609313,-90.227901120928593 38.671357438900664,-90.22796749553568 38.671386354799843,-90.227916952518186 38.671457260200377))",14428000420,420,44280004200
"POLYGON ((-90.22756027915986 38.671208960609313,-90.227507515388794 38.671285338768939,-90.227461422152928 38.671352094300708,-90.227444230939398 38.671376992602582,-90.227421164883395 38.671410403263422,-90.227386373836211 38.671460789270469,-90.227341587377694 38.671525570742283,-90.227044476569418 38.671392823141019,-90.227273259109552 38.67108392578676,-90.22756027915986 38.671208960609313))",14428000480,480,44280004800
"POLYGON ((-90.227273259109552 38.67108392578676,-90.227044476569418 38.671392823141019,-90.226374744497392 38.671098815813785,-90.226380440720973 38.67109123944666,-90.226604226050256 38.670793578975115,-90.226612815021497 38.670796210513267,-90.227273259109552 38.67108392578676))",14428000490,490,44280004900
"POLYGON ((-90.225202334624001 38.671022166327099,-90.225405177483552 38.670733567922902,-90.225477253582923 38.670764732630161,-90.225274410923376 38.671053331155818,-90.225202334624001 38.671022166327099))",14429000020,20,44290000200
"POLYGON ((-90.225121057169403 38.670987022953206,-90.225323900254438 38.6706984246918,-90.225405177483552 38.670733567922902,-90.225202334624001 38.671022166327099,-90.225121057169403 38.670987022953206))",14429000030,30,44290000300
"POLYGON ((-90.225044380395346 38.670953868777978,-90.225247223696641 38.670665270645969,-90.225323900254438 38.6706984246918,-90.225121057169403 38.670987022953206,-90.225044380395346 38.670953868777978))",14429000040,40,44290000400
"POLYGON ((-90.224891027067088 38.670887560274245,-90.225080347927715 38.670618202276664,-90.225118407236437 38.670609571737202,-90.225170547206275 38.670632116549939,-90.224967703695739 38.67092071454983,-90.224891027067088 38.670887560274245))",14429000060,60,44290000600
"POLYGON ((-90.224706819419382 38.670807910232178,-90.224764288405552 38.670726146251134,-90.224917822103166 38.670792539033116,-90.224860349525585 38.670874308377236,-90.224706819419382 38.670807910232178))",14429000070,70,44290000700
"POLYGON ((-90.224585575016135 38.670648864575078,-90.224627834373223 38.670588740158436,-90.224960081268222 38.670732414497188,-90.224917822103166 38.670792539033116,-90.224585575016135 38.670648864575078))",14429000090,90,44290000900
"POLYGON ((-90.224627834373223 38.670588740158436,-90.224670093659384 38.67052861572563,-90.225002340362352 38.670672289945088,-90.224960081268222 38.670732414497188,-90.224627834373223 38.670588740158436))",14429000100,100,44290001000
"POLYGON ((-90.224670093659384 38.67052861572563,-90.224712352874633 38.670468491276658,-90.225044599385555 38.670612165376838,-90.225002340362352 38.670672289945088,-90.224670093659384 38.67052861572563))",14429000110,110,44290001100
"POLYGON ((-90.224712352874633 38.670468491276658,-90.224754612018984 38.670408366811515,-90.225086858337846 38.67055204079243,-90.225044599385555 38.670612165376838,-90.224712352874633 38.670468491276658))",14429000120,120,44290001200
"POLYGON ((-90.224844647879891 38.670133709499865,-90.224895351469783 38.670061557048534,-90.22530661065646 38.670239382860117,-90.225255900347705 38.670311532462534,-90.224844647879891 38.670133709499865))",14429000160,160,44290001600
"POLYGON ((-90.224153227271174 38.670383520321892,-90.224195480991966 38.670323393538609,-90.224516741570497 38.670462306722804,-90.224474482195689 38.670522431100551,-90.224153227271174 38.670383520321892))",14429000240,240,44290002400
"POLYGON ((-90.223650715766667 38.670351249715083,-90.223853534907661 38.670062641880115,-90.223930210175808 38.670095796838091,-90.223727391247536 38.670384404802434,-90.223650715766667 38.670351249715083))",14429000300,300,44290003000
